ROW_ID,ITEMID,LABEL,LINKSTO
820,5527,bacitracin nose oint,chartevents
821,5528,dexamethasone nasal,chartevents
822,5541,heparin flush 10u/cc,chartevents
823,5543,bili,chartevents
824,5545,vit a im,chartevents
825,5548,dressing change,chartevents
826,5554,zzzzuent press mmhg,chartevents
827,5555,waffle boots bil,chartevents
828,5556,tpa mg/hr,chartevents
829,5557,peri pad,chartevents
830,5558,hi/minute/vol,chartevents
831,5559,peak flow pred,chartevents
832,5560,coccyx drsg change,chartevents
833,5561,inexsuff,chartevents
834,5562,breath sounds,chartevents
835,5563,high minute volumer,chartevents
836,5564,bed alarms,chartevents
837,5565,isuprel,chartevents
838,5566,posey,chartevents
839,5575,tank pressure,chartevents
840,5576,ti,chartevents
841,5577,acytylcisteine,chartevents
842,5579,nitric [psig],chartevents
843,5581,t-low,chartevents
844,5582,p-high,chartevents
845,5584,t-high,chartevents
846,5585,minute vol. high,chartevents
847,5587,cyclosporin --mg/hr,chartevents
848,5588,cyclosporin 3mg/hr,chartevents
849,5590,warm pack to lue,chartevents
850,5592,mmv rate,chartevents
851,5593,mmv tidal volume,chartevents
852,5595,factor ten,chartevents
853,5596,intrathecal,chartevents
854,5600,l fem art bp,chartevents
855,4169,edc,chartevents
856,4171,time,chartevents
857,4175,admit reason,chartevents
858,4180,current level,chartevents
859,4181,highest level,chartevents
860,4183,birthweight (kg),chartevents
861,4184,apgar      1 min,chartevents
862,4185,5 min,chartevents
863,4186,10 min,chartevents
864,4187,length calc inches,chartevents
865,4188,length in cm,chartevents
866,4189,sucrose,chartevents
867,4191,zzzgth   calc   (cm),chartevents
868,4192,zzzzth in centimeter,chartevents
869,4193,abg chloride,chartevents
870,4194,abg potassium,chartevents
871,4195,abg sodium,chartevents
872,4196,base excess (cap),chartevents
873,4197,rbc(3.6-6.2),chartevents
874,4198,retic count (.0-1.5),chartevents
875,4199,tco2 (cap),chartevents
876,4200,wbc 4.0-11.0,chartevents
877,4201,pco2 (cap),chartevents
878,4202,ph (cap),chartevents
879,4203,po2 (cap),chartevents
880,4204,circ care,chartevents
881,4208,bath + shampoo,chartevents
882,4209,eye exam,chartevents
883,4210,glycerine suppos.,chartevents
884,4212,heparin flush,chartevents
885,4213,pressure transducer,chartevents
886,4214,acycloviv,chartevents
887,4215,cefotaxime,chartevents
888,4217,hep flush,chartevents
889,4218,miconozole powder,chartevents
890,4219,lasix,chartevents
891,4220,ceftazidime,chartevents
892,4223,bacitracin ointment,chartevents
893,4225,heparin flush,chartevents
894,4227,lytes,chartevents
895,4228,circumcision site,chartevents
896,4230,eye exam,chartevents
897,4231,nacl,chartevents
898,4234,nystatin oral suspen,chartevents
899,4235,aquaphor,chartevents
900,4236,desitin,chartevents
901,4237,glycerin supp,chartevents
902,4238,eye exam,chartevents
903,4239,caffeine bolus,chartevents
904,4240,glycerine,chartevents
905,4241,polyvisol,chartevents
906,4243,glycerin supp,chartevents
907,4244,tobradex ointment,chartevents
908,4246,combivent puffs,chartevents
909,4247,kcl supps,chartevents
910,4248,hydrocele:,chartevents
911,4249,ipv,chartevents
912,4250,poly vi sol,chartevents
913,4251,glycerine supp,chartevents
914,4252,acyclovir,chartevents
915,4254,broviac dsg:,chartevents
916,4256,cefotaxime,chartevents
917,4262,neuro consult,chartevents
918,4263,picc,chartevents
919,4264,shunt site,chartevents
920,4266,abdomen dsg.,chartevents
921,4267,heparin flush,chartevents
922,4268,left head dsg.,chartevents
923,4271,prune juice,chartevents
924,4272,ranitidine,chartevents
925,4273,zantac,chartevents
926,4278,caffeine bolus,chartevents
927,4279,hep flush,chartevents
928,4281,polyvisol,chartevents
929,4282,bath:,chartevents
930,4285,broviac site/dsg,chartevents
931,4286,nonnutritive sucking,chartevents
932,4289,baptism,chartevents
933,4291,fosphenytoin,chartevents
934,4292,artificial tears,chartevents
935,7854,r leg(cast)cap refil,chartevents
936,7856,bruit,chartevents
937,7858,gent opthalmic,chartevents
938,7861,eeg/cont,chartevents
939,7862,nephrostomy tube llq,chartevents
940,7863,mag sulfate    mg/hr,chartevents
941,7865,mag sulfate gm/hr,chartevents
942,7869,percussion,chartevents
943,7871,elemental calcium,chartevents
944,7875,umbi hrenia,chartevents
945,7882,l leg perfusion,chartevents
946,7884,rr,chartevents
947,7885,glucagon infusion,chartevents
948,7887,hand perfusion,chartevents
949,7888,gentamycin opthalmic,chartevents
950,7890,nystatin oint.,chartevents
951,7892,ecmp pump flow,chartevents
952,7896,teeth brushed,chartevents
953,7901,t disconnect,chartevents
954,7902,opium sol'n.,chartevents
955,7903,exercises,chartevents
956,7907,bed roation,chartevents
957,7908,t-disconnect,chartevents
958,7909,vap mouth,chartevents
959,7910,post ductal sat,chartevents
960,7911,pre ductal sat,chartevents
961,7914,insulin guideline,chartevents
962,7915,pt./family informed,chartevents
963,7919,tdisconnect,chartevents
964,7920,humalog insulin pump,chartevents
965,7921,brush teeth,chartevents
966,7924,bacitracin oint.,chartevents
967,7925,thumb pulse checks,chartevents
968,7928,glucagon mg/hr,chartevents
969,7934,nystatin s&s,chartevents
970,7936,aquaphour,chartevents
971,7940,xylocaine 2% jelly,chartevents
972,7943,sigh pressr/rate,chartevents
973,7947,"splint off,skin chk",chartevents
974,7948,30mmol naphos,chartevents
975,7949,calcium for cvvh,chartevents
976,7951,gt site,chartevents
977,7953,right groin,chartevents
978,7954,csm of left toes,chartevents
979,7955,csm of right toes,chartevents
980,7958,amiodorone mg/hr,chartevents
981,7961,t-disconnect,chartevents
982,7965,methhemoglobin,chartevents
983,7966,pleural fluid ph,chartevents
984,7967,vacuum assist,chartevents
985,7968,drive p.,chartevents
986,7969,atc size,chartevents
987,7973,adductor pillow,chartevents
988,7976,mucous fistula l,chartevents
989,7981,g tube dsg,chartevents
990,7982,bivona secured at 8,chartevents
991,7983,hydrocele,chartevents
992,7985,orapred,chartevents
993,7988,inhaled nitric oxide,chartevents
994,7992,stomahesive powder,chartevents
995,7998,versed mg/kg/hr,chartevents
996,8000,mucamyst,chartevents
997,8001,flolan ng/kg/min,chartevents
998,8010,multivitamins,chartevents
999,8011,chest binder,chartevents
1000,8014,t-discon,chartevents
1001,8019,cefixime,chartevents
1002,8021,autorotation,chartevents
1003,8025,panpropazole mg/hr,chartevents
1004,8026,ilex oint,chartevents
1005,8027,ted stocking,chartevents
1006,8028,protonix mg/h,chartevents
1007,8031,ketamine 200mgm/50ml,chartevents
1008,8033,nc,chartevents
1009,8034,criticaid/powder,chartevents
1010,8035,multipodus boot,chartevents
1011,8037,ketamine 100mg/50ml,chartevents
1012,8042,immodium,chartevents
1013,8044,heliox press,chartevents
1014,8048,c.o.,chartevents
1015,8053,sigh peep level,chartevents
1016,8054,deistin,chartevents
1017,8058,bed percussion,chartevents
1018,8059,tank pres no,chartevents
1019,8060,high no2,chartevents
1020,8061,low no,chartevents
1021,8065,brace,chartevents
1022,8067,high no2,chartevents
1023,4557,cefazolin,chartevents
1024,4560,umbilical hernia,chartevents
1025,4561,bacitracin oint,chartevents
1026,4562,non nutritive suck,chartevents
1027,4564,nystatin oral,chartevents
1028,4565,miconazole cream,chartevents
1029,4566,oral thrush,chartevents
1030,4568,circ site,chartevents
1031,4571,skin,chartevents
1032,4576,pre ductal sat,chartevents
1033,4578,grunting,chartevents
1034,4579,hydralazine,chartevents
1035,4585,circ,chartevents
1036,4587,meropenem,chartevents
1037,4588,trach aspirate,chartevents
1038,4590,zosyn,chartevents
1039,4595,criticaid,chartevents
1040,4597,abdominal us,chartevents
1041,4599,hepatitis b vaccine,chartevents
1042,4601,bath demo,chartevents
1043,4603,trach/size,chartevents
1044,4604,poly-vi-sol,chartevents
1045,4605,bath demo,chartevents
1046,4606,hernia,chartevents
1047,4607,tylenol,chartevents
1048,4613,circ. site,chartevents
1049,4615,mylicon,chartevents
1050,4617,neurology consult,chartevents
1051,4618,ferinsol,chartevents
1052,4619,nystatin powder,chartevents
1053,4620,monilial rash,chartevents
1054,4622,miconazole powder,chartevents
1055,4623,circumcision site,chartevents
1056,4625,nystatin ointment,chartevents
1057,4630,cord care,chartevents
1058,4632,glycerin supp,chartevents
1059,4636,umb hernia,chartevents
1060,4638,atropine eye drops,chartevents
1061,4639,tobradex,chartevents
1062,4641,desitin,chartevents
1063,4643,poly vi sol,chartevents
1064,4645,pred forte drops,chartevents
1065,4646,knee abrasions,chartevents
1066,4647,normal saline bolus,chartevents
1067,4648,chloral hydrate,chartevents
1068,4649,adenosine,chartevents
1069,4650,umbilical hernia,chartevents
1070,4651,baby bath,chartevents
1071,4652,hernia repair,chartevents
1072,4654,hepatitis b vaccine,chartevents
1073,4660,bactroban ointment,chartevents
1074,4661,bactoban,chartevents
1075,4663,circ,chartevents
1076,4666,head,chartevents
1077,4669,cardiology consult,chartevents
1078,4670,heprin lock,chartevents
1079,4672,head circ.,chartevents
1080,4674,metocloprimide,chartevents
1081,4676,critic-aid,chartevents
1082,4677,nystatin powder,chartevents
1083,4678,atropine oint.,chartevents
1084,4679,kphos,chartevents
1085,4680,co-bedding,chartevents
1086,4681,triple abx oint,chartevents
1087,4683,kphos,chartevents
1088,4684,synthroid,chartevents
1089,4685,zantac(ranitidine),chartevents
1090,4686,broviac lt saphenou.,chartevents
1091,4689,genetics consult,chartevents
1092,4692,atropine eye drops,chartevents
1093,4693,bacitracin eye oint,chartevents
1094,4694,cosopt,chartevents
1095,4695,predforte,chartevents
1096,4696,calcium glubionate,chartevents
1097,4698,gtube site,chartevents
1098,4701,stoma,chartevents
1099,4702,vit d,chartevents
1100,4705,skin tags,chartevents
1101,4706,initial bath,chartevents
1102,4707,circ,chartevents
1103,4708,umbi hernia,chartevents
1104,4709,humatrope,chartevents
1105,4712,spit,chartevents
1106,4713,heplock flush,chartevents
1107,4715,penicillin,chartevents
1108,4716,acyclovir,chartevents
1109,4718,broviac dsg change,chartevents
1110,4719,ca glubionate,chartevents
1111,4720,k phos,chartevents
1112,4721,hernias,chartevents
1113,4722,atropine eye oint,chartevents
1114,4723,metoclopramide,chartevents
1115,4724,pred forte,chartevents
1116,4726,zantac,chartevents
1117,4727,mitoclopramide,chartevents
1118,4729,miconazole powder,chartevents
1119,4732,keflex,chartevents
1120,4735,bacitracin ointment,chartevents
1121,4736,cosopt drops,chartevents
1122,4737,predforte drops,chartevents
1123,4738,ranitidine,chartevents
1124,4739,prune juice,chartevents
1125,4740,keflex pg/po,chartevents
1126,4743,circumcision site,chartevents
1127,4744,nystatin,chartevents
1128,4750,hyperoxia test,chartevents
1129,4753,ph (art),chartevents
1130,4755,zzzph,chartevents
1131,4761,orl consult,chartevents
1132,4762,penicillin,chartevents
1133,4769,rash,chartevents
1134,4770,umbi hernia,chartevents
1135,4773,poly-vi-sol,chartevents
1136,4783,picc placement,chartevents
1137,4784,desitin ointment,chartevents
1138,4788,aldactone,chartevents
1139,4789,hyperoxia,chartevents
1140,4790,simethicone,chartevents
1141,4791,circ care,chartevents
1142,4792,bacitracin,chartevents
1143,4793,nystatin cream,chartevents
1144,4795,nystatin,chartevents
1145,4797,nystatin oint,chartevents
1146,4799,synthroid,chartevents
1147,4801,bath+shampoo,chartevents
1148,4803,gt site,chartevents
1149,4805,diazoxide,chartevents
1150,4806,gentamycin,chartevents
1151,4807,rash,chartevents
1152,4810,prilosec,chartevents
1153,4812,bacitracin,chartevents
1154,4813,nutrition labs,chartevents
1155,4816,heprin flush,chartevents
1156,4817,ivig,chartevents
1157,4820,hep flush,chartevents
1158,4821,iv zantac,chartevents
1159,4822,mylanta,chartevents
1160,4823,prilosec,chartevents
1161,4824,triple abx oint.,chartevents
1162,4833,sao2 (post),chartevents
1163,4840,desitin cream,chartevents
1164,4842,nystatin (po),chartevents
1165,4843,calciferol,chartevents
1166,4844,nystatin ointment,chartevents
1167,4849,umbi care,chartevents
1168,4850,diaper rash,chartevents
1169,4852,tobradex ointment,chartevents
1170,4855,urine culture,chartevents
1171,4856,hydrocele,chartevents
1172,4858,azt,chartevents
1173,1210,hfo min. pres. alarm,chartevents
1174,1211,insp time %,chartevents
1175,1212,eoms,chartevents
1176,1213,shoulder shrug r/l,chartevents
1177,1214,smile,chartevents
1178,1215,swallow,chartevents
1179,1216,tongue,chartevents
1180,1217,vision,chartevents
1181,1218,rotating bed,chartevents
1182,1219,pasat,chartevents
1183,1220,psa02,chartevents
1184,1221,rad. aline,chartevents
1185,1222,vasopressin,chartevents
1186,1223,high exhaled min vol,chartevents
1187,1224,heliox psi,chartevents
1188,1225,check bruit l arm,chartevents
1189,1226,pantoprazole mg/hr,chartevents
1190,1227,autopeep,chartevents
1191,1228,aerosol mask,chartevents
1192,1229,sling,chartevents
1193,1230,peri care,chartevents
1194,1231,side rails padded,chartevents
1195,1232,rle aspiration site,chartevents
1196,1233,heliox,chartevents
1197,1286,pt,chartevents
1198,1310,fingerstick glucose.,chartevents
1199,1311,xigris,chartevents
1200,1312,abductor pillow,chartevents
1201,1313,high exhaled min vol,chartevents
1202,1314,r leg drsg change,chartevents
1203,1315,t-pice,chartevents
1204,1316,left foot dressing,chartevents
1205,1317,demerol,chartevents
1206,1321,map,chartevents
1207,1322,rad. aline,chartevents
1208,1323,high exhaled min.vol,chartevents
1209,1324,nif,chartevents
1210,1325,vc,chartevents
1211,1326,chest tube drsgs.,chartevents
1212,1327,vasopressin unit/min,chartevents
1213,1328,cartridge/bag change,chartevents
1214,1329,initials (2 rns) [rn #1],chartevents
1215,1330,med wasted [drug],chartevents
1216,1331,protonix mg/hr,chartevents
1217,1332,pulse,chartevents
1218,1333,perineum care,chartevents
1219,1334,mdi # 4 (drug/puffs),chartevents
1220,1335,tacrolimus,chartevents
1221,1336,protonix,chartevents
1222,1337,riker-sas scale,chartevents
1223,1338,l stump dsg changed,chartevents
1224,1339,bed rotation q2hrs.,chartevents
1225,1340,high minute volume,chartevents
1226,1341,pulse,chartevents
1227,1342,fentanyl,chartevents
1228,1343,versed,chartevents
1229,1346,l upper body drsg,chartevents
1230,1348,podus boots,chartevents
1231,1350,ionized calcium,chartevents
1232,1352,urine ph,chartevents
1233,1353,multi podus,chartevents
1234,1354,vanco peak,chartevents
1235,1355,fentanyl iv,chartevents
1236,1356,rubinul iv,chartevents
1237,1357,versed iv,chartevents
1238,1358,ciwa,chartevents
1239,1359,complete bath,chartevents
1240,1360,face mask 02%,chartevents
1241,1361,mcgs fentanyl iv,chartevents
1242,1362,mg versed iv,chartevents
1243,1363,bivalirudin,chartevents
1244,1364,alcohol bath,chartevents
1245,1365,periph edema,chartevents
1246,1366,cci,chartevents
1247,1367,cco,chartevents
1248,1368,dressing changes,chartevents
1249,1369,complete bath,chartevents
1250,1370,demerol,chartevents
1251,1371,cco,chartevents
1252,1372,ci,chartevents
1253,1373,svr,chartevents
1254,1374,icp right,chartevents
1255,1375,bed bath,chartevents
1256,1376,neb,chartevents
1257,1377,bivalirudin,chartevents
1258,1378,continuous ci,chartevents
1259,1379,continuous co,chartevents
1260,1380,high exhaled min.vol,chartevents
1261,1381,argatroban,chartevents
1262,1382,bedbath,chartevents
1263,1383,high minute vol.,chartevents
1264,1384,multipodus splints,chartevents
